trade_number,entry_type,exit_type,entry_datetime,exit_datetime,direction,entry_price,exit_price,size_qty,actual_quantity,size_value,lot_notional_usd,gross_pnl,net_pnl,net_pnl_inr,net_pnl_pct,favorable_excursion,favorable_excursion_pct,adverse_excursion,adverse_excursion_pct,cumulative_pnl,cumulative_pnl_inr,cumulative_pnl_pct,margin_required,taker_fees_usd,slippage_usd,slippage_applied,funding_usd,insurance_usd,tax_usd,total_charges_usd,stop_loss
1,BUY_A,ST_flip_red_brick,2025-07-02 08:00:00,2025-07-04 20:00:00,long,106184.0,107498.0,100,0.1,10618.4,100.0,131.4,121.23,10182.9,0.12,1314.0,1.24,0.0,0.0,121.23,10182.9,0.12,1061.84,0.1,10,5.0,0.07,0,0.0,10.17,0
2,SELL_A,ST_flip_green_brick,2025-07-06 12:00:00,2025-07-07 00:00:00,short,107934.0,108660.0,100,0.1,10793.4,100.0,-72.6,-82.72,-6948.06,-0.08,0.0,0.0,726.0,0.67,38.51,3234.84,0.04,1079.34,0.1,10,5.0,0.01,0,0.0,10.12,0
3,BUY_B,ST_flip_red_brick,2025-07-07 02:00:00,2025-07-07 22:00:00,long,109407.5,107517.0,100,0.1,10940.75,100.0,-189.05,-199.18,-16730.7,-0.2,0.0,0.0,1890.5,1.73,-160.67,-13495.86,-0.16,1094.08,0.1,10,5.0,0.03,0,0.0,10.12,0
4,SELL_B,ST_flip_green_brick,2025-07-08 02:00:00,2025-07-09 10:00:00,short,107945.5,108680.0,100,0.1,10794.55,100.0,-73.45,-83.59,-7021.56,-0.08,0.0,0.0,734.5,0.68,-244.26,-20517.42,-0.24,1079.46,0.1,10,5.0,0.04,0,0.0,10.14,0
5,BUY_A,ST_flip_red_brick,2025-07-09 16:00:00,2025-07-15 00:00:00,long,109464.5,119979.5,100,0.1,10946.45,100.0,1051.5,1041.24,87464.16,1.04,10515.0,9.61,0.0,0.0,796.99,66946.74,0.8,1094.64,0.1,10,5.0,0.16,0,0.0,10.26,0
6,SELL_B,ST_flip_green_brick,2025-07-15 04:00:00,2025-07-16 20:00:00,short,119869.5,119133.0,100,0.1,11986.95,100.0,73.65,63.5,5334.0,0.06,736.5,0.61,0.0,0.0,860.49,72280.74,0.86,1198.7,0.1,10,5.0,0.05,0,0.0,10.15,0
7,BUY_A,ST_flip_red_brick,2025-07-17 00:00:00,2025-07-17 20:00:00,long,119577.5,118563.0,100,0.1,11957.75,100.0,-101.45,-111.58,-9372.3,-0.11,0.0,0.0,1014.5,0.85,748.91,62908.44,0.75,1195.78,0.1,10,5.0,0.03,0,0.0,10.12,0
8,BUY_B,ST_flip_red_brick,2025-07-18 06:00:00,2025-07-18 20:00:00,long,120233.0,117601.5,100,0.1,12023.3,100.0,-263.15,-273.27,-22954.47,-0.27,0.0,0.0,2631.5,2.19,475.64,39953.97,0.48,1202.33,0.1,10,5.0,0.02,0,0.0,10.12,0
9,SELL_B,ST_flip_green_brick,2025-07-19 00:00:00,2025-07-21 12:00:00,short,116991.5,119251.0,100,0.1,11699.15,100.0,-225.95,-236.13,-19834.5,-0.24,0.0,0.0,2259.5,1.93,239.52,20119.47,0.24,1169.92,0.1,10,5.0,0.07,0,0.0,10.17,0
10,SELL_B,ST_flip_green_brick,2025-07-22 08:00:00,2025-07-22 20:00:00,short,116929.0,119044.0,100,0.1,11692.9,100.0,-211.5,-221.62,-18615.66,-0.22,0.0,0.0,2115.0,1.81,17.9,1503.81,0.02,1169.29,0.1,10,5.0,0.01,0,0.0,10.12,0
11,BUY_B,ST_flip_red_brick,2025-07-22 22:00:00,2025-07-23 20:00:00,long,119411.0,117836.5,100,0.1,11941.1,100.0,-157.45,-167.58,-14076.51,-0.17,0.0,0.0,1574.5,1.32,-149.68,-12572.7,-0.15,1194.11,0.1,10,5.0,0.03,0,0.0,10.13,0
12,SELL_A,ST_flip_green_brick,2025-07-25 04:00:00,2025-07-26 06:00:00,short,117914.5,117579.5,100,0.1,11791.45,100.0,33.5,23.37,1962.87,0.02,335.0,0.28,0.0,0.0,-126.31,-10609.83,-0.13,1179.14,0.1,10,5.0,0.03,0,0.0,10.13,0
13,BUY_B,ST_flip_red_brick,2025-07-26 12:00:00,2025-07-28 22:00:00,long,117483.5,117550.5,100,0.1,11748.35,100.0,6.7,-3.47,-291.69,-0.0,67.0,0.06,0.0,0.0,-129.78,-10901.52,-0.13,1174.84,0.1,10,5.0,0.07,0,0.0,10.17,0
14,SELL_B,ST_flip_green_brick,2025-07-29 00:00:00,2025-08-04 04:00:00,short,117495.5,114317.0,100,0.1,11749.55,100.0,317.85,307.56,25835.46,0.31,3178.5,2.71,0.0,0.0,177.78,14933.94,0.18,1174.96,0.1,10,5.0,0.18,0,0.0,10.29,0
15,BUY_A,ST_flip_red_brick,2025-08-04 06:00:00,2025-08-05 20:00:00,long,114682.5,113158.0,100,0.1,11468.25,100.0,-152.45,-162.6,-13658.19,-0.16,0.0,0.0,1524.5,1.33,15.19,1275.75,0.02,1146.83,0.1,10,5.0,0.05,0,0.0,10.15,0
16,SELL_A,ST_flip_green_brick,2025-08-05 20:00:00,2025-08-06 22:00:00,short,113158.0,115392.5,100,0.1,11315.8,100.0,-223.45,-233.58,-19620.93,-0.23,0.0,0.0,2234.5,1.97,-218.4,-18345.18,-0.22,1131.58,0.1,10,5.0,0.03,0,0.0,10.13,0
17,BUY_A,ST_flip_red_brick,2025-08-07 14:00:00,2025-08-11 22:00:00,long,115835.5,119579.0,100,0.1,11583.55,100.0,374.35,364.12,30586.08,0.36,3743.5,3.23,0.0,0.0,145.72,12240.9,0.15,1158.36,0.1,10,5.0,0.13,0,0.0,10.23,0
18,SELL_B,ST_flip_green_brick,2025-08-12 00:00:00,2025-08-13 08:00:00,short,118829.5,119555.0,100,0.1,11882.95,100.0,-72.55,-82.69,-6945.96,-0.08,0.0,0.0,725.5,0.61,63.03,5294.94,0.06,1188.3,0.1,10,5.0,0.04,0,0.0,10.14,0
19,BUY_A,ST_flip_red_brick,2025-08-13 16:00:00,2025-08-14 14:00:00,long,120529.5,121533.0,100,0.1,12052.95,100.0,100.35,90.22,7578.69,0.09,1003.5,0.83,0.0,0.0,153.26,12873.63,0.15,1205.3,0.1,10,5.0,0.03,0,0.0,10.13,0
20,SELL_B,ST_flip_green_brick,2025-08-14 16:00:00,2025-08-17 16:00:00,short,121153.5,118201.0,100,0.1,12115.35,100.0,295.25,285.06,23945.04,0.29,2952.5,2.44,0.0,0.0,438.32,36818.67,0.44,1211.54,0.1,10,5.0,0.09,0,0.0,10.19,0
21,BUY_B,ST_flip_red_brick,2025-08-17 18:00:00,2025-08-18 06:00:00,long,118207.5,115751.5,100,0.1,11820.75,100.0,-245.6,-255.72,-21480.06,-0.26,0.0,0.0,2456.0,2.08,182.6,15338.61,0.18,1182.08,0.1,10,5.0,0.01,0,0.0,10.12,0
